177;1.737000000000000000e+03
178;1.728000000000000000e+03
179;1.740000000000000000e+03
180;1.722000000000000000e+03
181;1.723000000000000000e+03
182;1.734000000000000000e+03
183;1.710000000000000000e+03
184;1.692000000000000000e+03
185;1.705000000000000000e+03
186;1.738000000000000000e+03
187;1.763000000000000000e+03
188;1.762000000000000000e+03
189;1.751000000000000000e+03
190;1.729000000000000000e+03
191;1.713000000000000000e+03
192;1.727000000000000000e+03
193;1.720000000000000000e+03
194;1.732000000000000000e+03
195;1.749000000000000000e+03
196;1.746000000000000000e+03
197;1.756000000000000000e+03
198;1.761000000000000000e+03
199;1.780000000000000000e+03
200;1.783000000000000000e+03
